full_path,is_directory,name,id,Franchise Name,PRIMARYKEY,,,,,Date Last Mod,Size,Folder
C:\Users\mille\MinerU\Carvel_Franchisor_SPV_LLC_FDD_2025_ID.pdf-bdbaa2b1-348e-46ca-aa85-b8e46f1d6f2d\f9160f04-4343-4a2b-8ac0-d31ccbe5966a_content_list.json,FALSE,f9160f04-4343-4a2b-8ac0-d31ccbe5966a_content_list.json,,Carvel Franchisor SPV LLC,167,,,,,4/2/2025 5:23,1147186,Carvel_Franchisor_SPV_LLC_FDD_2025_ID.pdf-bdbaa2b1-348e-46ca-aa85-b8e46f1d6f2d
C:\Users\mille\MinerU\Casago_International_LLC_FDD_2024_ID636757.pdf-bcb19bbd-28a8-4d35-b254-97d910401727\60554cdd-6c12-4c0e-9d70-447cb15a285e_content_list.json,FALSE,60554cdd-6c12-4c0e-9d70-447cb15a285e_content_list.json,636757,Casago International LLC,168,,,,,4/2/2025 5:20,578149,Casago_International_LLC_FDD_2024_ID636757.pdf-bcb19bbd-28a8-4d35-b254-97d910401727
C:\Users\mille\MinerU\Casa_Franchising_LLC_FDD_2024_ID636288.pdf-c04c0d22-7126-41b4-8597-32fa24a6d1fa\3f8f59b1-fe4c-413d-809c-7da6e12cca43_content_list.json,FALSE,3f8f59b1-fe4c-413d-809c-7da6e12cca43_content_list.json,636288,Casa Franchising LLC,169,,,,,4/2/2025 5:20,643636,Casa_Franchising_LLC_FDD_2024_ID636288.pdf-c04c0d22-7126-41b4-8597-32fa24a6d1fa
C:\Users\mille\MinerU\Casey_Hawkins_Inc_FDD_2024_ID635336.pdf-737dcd15-7503-4060-afe8-f7fdb9784cde\cb673145-1f41-44fa-872d-b5667d3d7500_content_list.json,FALSE,cb673145-1f41-44fa-872d-b5667d3d7500_content_list.json,635336,Casey Hawkins Inc,170,,,,,4/2/2025 5:27,526152,Casey_Hawkins_Inc_FDD_2024_ID635336.pdf-737dcd15-7503-4060-afe8-f7fdb9784cde
C:\Users\mille\MinerU\CCB_Enterprises_LLC_FDD_2024_ID636221.pdf-81ee4405-5ffa-436c-a81b-22de89d635b7\debbeec5-763f-4aa1-951b-b7347582a065_content_list.json,FALSE,debbeec5-763f-4aa1-951b-b7347582a065_content_list.json,636221,CCB Enterprises LLC,171,,,,,4/2/2025 4:29,879551,CCB_Enterprises_LLC_FDD_2024_ID636221.pdf-81ee4405-5ffa-436c-a81b-22de89d635b7
C:\Users\mille\MinerU\CELEBREE_ENTERPRISES_LLC_FDD_2024_ID635979.pdf-66abf9d8-6ce1-4b51-854d-4143c341f510\6d93bb8f-8281-4bf8-883a-5812730f9749_content_list.json,FALSE,6d93bb8f-8281-4bf8-883a-5812730f9749_content_list.json,635979,CELEBREE ENTERPRISES LLC,172,,,,,4/2/2025 4:30,991571,CELEBREE_ENTERPRISES_LLC_FDD_2024_ID635979.pdf-66abf9d8-6ce1-4b51-854d-4143c341f510
C:\Users\mille\MinerU\CENTURY_21_REAL_ESTATE_LLC_FDD_2024_ID635599.pdf-6c4868bd-636a-4e5f-8e13-75c3d6dc121b\bae72d2d-4eda-437d-9587-d132e0b6bd2a_content_list.json,FALSE,bae72d2d-4eda-437d-9587-d132e0b6bd2a_content_list.json,635599,CENTURY 21 REAL ESTATE LLC,173,,,,,4/2/2025 4:34,1319826,CENTURY_21_REAL_ESTATE_LLC_FDD_2024_ID635599.pdf-6c4868bd-636a-4e5f-8e13-75c3d6dc121b
C:\Users\mille\MinerU\Cereset_LLC_FDD_2024_ID.pdf-ec83617b-cc42-4a2e-957d-ab2e12e0a228\26b5aae1-20ab-43ce-84f7-af57850297de_content_list.json,FALSE,26b5aae1-20ab-43ce-84f7-af57850297de_content_list.json,,Cereset LLC,174,,,,,4/2/2025 5:27,525440,Cereset_LLC_FDD_2024_ID.pdf-ec83617b-cc42-4a2e-957d-ab2e12e0a228
C:\Users\mille\MinerU\Certa_ProPainters_Ltd_FDD_2024_ID635901.pdf-d0bd8dac-bd09-4ff0-b041-c4fc451af1dd\376a6567-d22b-4c60-8d2c-3c1889ef95a1_content_list.json,FALSE,376a6567-d22b-4c60-8d2c-3c1889ef95a1_content_list.json,635901,Certa ProPainters Ltd,175,,,,,4/2/2025 5:23,865872,Certa_ProPainters_Ltd_FDD_2024_ID635901.pdf-d0bd8dac-bd09-4ff0-b041-c4fc451af1dd
C:\Users\mille\MinerU\Certified_Restoration_DryCleaning_Network_LLC_FDD_2024_ID636449.pdf-4b86bc0d-5b37-4179-a66c-2e6a6fc65a7d\7a86d1de-c8cd-4dda-aa98-98c7353cec6d_content_list.json,FALSE,7a86d1de-c8cd-4dda-aa98-98c7353cec6d_content_list.json,636449,Certified Restoration DryCleaning Network LLC,176,,,,,4/2/2025 5:23,808834,Certified_Restoration_DryCleaning_Network_LLC_FDD_2024_ID636449.pdf-4b86bc0d-5b37-4179-a66c-2e6a6fc65a7d
C:\Users\mille\MinerU\CGI_INTERNATIONAL_INC_FDD_2024_ID637327.pdf-c5df8d21-667a-4f9d-9fd9-af2a1a91b589\d71ac007-8d15-453a-a675-475106ca70b2_content_list.json,FALSE,d71ac007-8d15-453a-a675-475106ca70b2_content_list.json,637327,CGI INTERNATIONAL INC,177,,,,,4/2/2025 4:29,319399,CGI_INTERNATIONAL_INC_FDD_2024_ID637327.pdf-c5df8d21-667a-4f9d-9fd9-af2a1a91b589
C:\Users\mille\MinerU\Challenge_Island_Global_LLC_FDD_2024_ID636395.pdf-449d500a-5bcb-4e66-b034-1d90f2e3fdb5\bb9024d0-1b68-4d68-9c33-e06e178872f9_content_list.json,FALSE,bb9024d0-1b68-4d68-9c33-e06e178872f9_content_list.json,636395,Challenge Island Global LLC,178,,,,,4/2/2025 5:21,605160,Challenge_Island_Global_LLC_FDD_2024_ID636395.pdf-449d500a-5bcb-4e66-b034-1d90f2e3fdb5
C:\Users\mille\MinerU\Charles_Schwab__Co_Inc_FDD_2024_ID.pdf-c8e107e5-f249-4054-a2c6-c8924ac78643\3f0e6b4a-af59-4033-887f-d839c15698d1_content_list.json,FALSE,3f0e6b4a-af59-4033-887f-d839c15698d1_content_list.json,,Charles Schwab  Co Inc,179,,,,,4/2/2025 5:29,1263375,Charles_Schwab__Co_Inc_FDD_2024_ID.pdf-c8e107e5-f249-4054-a2c6-c8924ac78643
C:\Users\mille\MinerU\Chatime_Franchise_LLC_FDD_2025_ID637612.pdf-c59d8429-8efa-4f32-acb4-86e3f016ceec\74655d25-7466-44cb-857b-5c66f11249be_content_list.json,FALSE,74655d25-7466-44cb-857b-5c66f11249be_content_list.json,637612,Chatime Franchise LLC,180,,,,,4/2/2025 5:29,855770,Chatime_Franchise_LLC_FDD_2025_ID637612.pdf-c59d8429-8efa-4f32-acb4-86e3f016ceec
C:\Users\mille\MinerU\Cheba_Hut_Franchising_Inc_FDD_2024_ID636021.pdf-6d17ba97-76e1-4886-99e4-23eccdcb39fc\32c7b767-7fac-464b-9ef3-1425b0c6a979_content_list.json,FALSE,32c7b767-7fac-464b-9ef3-1425b0c6a979_content_list.json,636021,Cheba Hut Franchising Inc,181,,,,,4/2/2025 5:31,651136,Cheba_Hut_Franchising_Inc_FDD_2024_ID636021.pdf-6d17ba97-76e1-4886-99e4-23eccdcb39fc
C:\Users\mille\MinerU\CHECKERS_DRIVE_IN_RESTAURANTS_INC_FDD_2024_ID.pdf-73c248ca-0d9b-470b-af73-2f455a4551a0\739167f4-8538-442c-8d2d-a484b1e96622_content_list.json,FALSE,739167f4-8538-442c-8d2d-a484b1e96622_content_list.json,,CHECKERS DRIVE IN RESTAURANTS INC,182,,,,,4/2/2025 4:33,1108905,CHECKERS_DRIVE_IN_RESTAURANTS_INC_FDD_2024_ID.pdf-73c248ca-0d9b-470b-af73-2f455a4551a0
C:\Users\mille\MinerU\Chefs_For_Seniors_Franchising_LLC_FDD_2024_ID636045.pdf-b2a4eb9d-f2a7-4822-90d7-e88e297bf3c3\97f89fab-6897-41fd-a425-acb8dfd64fdf_content_list.json,FALSE,97f89fab-6897-41fd-a425-acb8dfd64fdf_content_list.json,636045,Chefs For Seniors Franchising LLC,183,,,,,4/2/2025 5:27,507557,Chefs_For_Seniors_Franchising_LLC_FDD_2024_ID636045.pdf-b2a4eb9d-f2a7-4822-90d7-e88e297bf3c3
C:\Users\mille\MinerU\Chem-Dry_Inc_fka_Harris_Research_Inc_FDD_2024_ID635644.pdf-383e7332-ca79-42a2-9843-734773c03d4e\cc2d4b82-e200-4bd3-ab95-cb88c44fcc6b_content_list.json,FALSE,cc2d4b82-e200-4bd3-ab95-cb88c44fcc6b_content_list.json,635644,Chem-Dry Inc fka Harris Research Inc,184,,,,,4/2/2025 5:29,839732,Chem-Dry_Inc_fka_Harris_Research_Inc_FDD_2024_ID635644.pdf-383e7332-ca79-42a2-9843-734773c03d4e
C:\Users\mille\MinerU\CHESTERS_INTERNATIONAL_LLC_FDD_2024_ID635973.pdf-d73f69a8-83ca-4e38-b900-977ebeb9561a\40bea4b8-7d67-496c-8aaf-018d25c9f217_content_list.json,FALSE,40bea4b8-7d67-496c-8aaf-018d25c9f217_content_list.json,635973,CHESTERS INTERNATIONAL LLC,185,,,,,4/2/2025 4:31,577449,CHESTERS_INTERNATIONAL_LLC_FDD_2024_ID635973.pdf-d73f69a8-83ca-4e38-b900-977ebeb9561a
C:\Users\mille\MinerU\CHHJ_Franchising_LLC_FDD_2024_ID.pdf-99b3282e-0f20-48f2-9bd9-8705e3cf86db\87941d50-fa3e-4f61-ae3a-05ea029c9cf5_content_list.json,FALSE,87941d50-fa3e-4f61-ae3a-05ea029c9cf5_content_list.json,,CHHJ Franchising LLC,186,,,,,4/2/2025 4:35,1039796,CHHJ_Franchising_LLC_FDD_2024_ID.pdf-99b3282e-0f20-48f2-9bd9-8705e3cf86db
C:\Users\mille\MinerU\Chicagos_Original_Italian_Beef_Franchising_LLC_FDD_2024_ID636175.pdf-ed250d7c-cbd4-4960-8380-7e18ab5bf81d\c16e7006-5e98-420a-ba92-dd87bb6bc959_content_list.json,FALSE,c16e7006-5e98-420a-ba92-dd87bb6bc959_content_list.json,636175,Chicagos Original Italian Beef Franchising LLC,187,,,,,4/2/2025 5:32,1259583,Chicagos_Original_Italian_Beef_Franchising_LLC_FDD_2024_ID636175.pdf-ed250d7c-cbd4-4960-8380-7e18ab5bf81d
C:\Users\mille\MinerU\Chicagos_Pizza_Franchising_Inc_Corp_FDD_2024_ID636912.pdf-1a6a9455-bb7a-4e1b-8d4c-b81300305b0f\016e33e9-540d-4760-aa5d-0170e6867da7_content_list.json,FALSE,016e33e9-540d-4760-aa5d-0170e6867da7_content_list.json,636912,Chicagos Pizza Franchising Inc Corp,188,,,,,4/2/2025 5:27,462233,Chicagos_Pizza_Franchising_Inc_Corp_FDD_2024_ID636912.pdf-1a6a9455-bb7a-4e1b-8d4c-b81300305b0f
C:\Users\mille\MinerU\Chick-fil-A_Inc_FDD_2024_ID635865.pdf-fa1eddcf-13f1-4990-bd62-5b980acb819b\15899408-8986-4142-a266-99924dccce76_content_list.json,FALSE,15899408-8986-4142-a266-99924dccce76_content_list.json,635865,Chick-fil-A Inc,189,,,,,4/2/2025 5:39,1436482,Chick-fil-A_Inc_FDD_2024_ID635865.pdf-fa1eddcf-13f1-4990-bd62-5b980acb819b
C:\Users\mille\MinerU\Childrens_Lighthouse_Franchise_Company_FDD_2024_ID636753.pdf-e128a8b2-c8db-4dac-bc01-439b4485f629\fb4a2856-44a0-4515-b152-1cdf60ace137_content_list.json,FALSE,fb4a2856-44a0-4515-b152-1cdf60ace137_content_list.json,636753,Childrens Lighthouse Franchise Company,190,,,,,4/2/2025 5:28,563659,Childrens_Lighthouse_Franchise_Company_FDD_2024_ID636753.pdf-e128a8b2-c8db-4dac-bc01-439b4485f629
C:\Users\mille\MinerU\Childrens_Orchard_LLC_FDD_2024_ID636041.pdf-fd764235-ed7d-4a7d-91ec-316d76f21dfe\7231951a-0f6d-42c8-a2d3-a7e459319f84_content_list.json,FALSE,7231951a-0f6d-42c8-a2d3-a7e459319f84_content_list.json,636041,Childrens Orchard LLC,191,,,,,4/2/2025 5:27,484173,Childrens_Orchard_LLC_FDD_2024_ID636041.pdf-fd764235-ed7d-4a7d-91ec-316d76f21dfe
C:\Users\mille\MinerU\ChiroWay_Franchise_LLC_FDD_2024_ID635356.pdf-a72abbc1-85d5-46b2-ae59-724d29969d0e\40bdada4-afbe-4c14-b196-4d9c9cbc5d85_content_list.json,FALSE,40bdada4-afbe-4c14-b196-4d9c9cbc5d85_content_list.json,635356,ChiroWay Franchise LLC,192,,,,,4/2/2025 5:30,508788,ChiroWay_Franchise_LLC_FDD_2024_ID635356.pdf-a72abbc1-85d5-46b2-ae59-724d29969d0e
C:\Users\mille\MinerU\CHOP5_Franchise_LLC_FDD_2024_ID636207.pdf-21bd568c-abee-41fc-b4bb-26314eca439a\c703b509-f620-4c88-be4a-17bc465cd7a6_content_list.json,FALSE,c703b509-f620-4c88-be4a-17bc465cd7a6_content_list.json,636207,CHOP5 Franchise LLC,193,,,,,4/2/2025 4:41,625859,CHOP5_Franchise_LLC_FDD_2024_ID636207.pdf-21bd568c-abee-41fc-b4bb-26314eca439a
C:\Users\mille\MinerU\Christian_Brothers_Automotive_Corporation_FDD_2024_ID636152.pdf-a5334d99-5a7f-4879-9fd4-18cf80fe9aec\00a8fab2-e570-4818-a60e-47fbd351ef0d_content_list.json,FALSE,00a8fab2-e570-4818-a60e-47fbd351ef0d_content_list.json,636152,Christian Brothers Automotive Corporation,194,,,,,4/2/2025 5:38,1013522,Christian_Brothers_Automotive_Corporation_FDD_2024_ID636152.pdf-a5334d99-5a7f-4879-9fd4-18cf80fe9aec
C:\Users\mille\MinerU\Cinnabon_Franchisor_SPV_LLC_FDD_2025_ID.pdf-ffc91ce7-e3a0-4494-9ad6-50ab2c09521a\5d95475c-c6c4-402c-8803-347346c6b973_content_list.json,FALSE,5d95475c-c6c4-402c-8803-347346c6b973_content_list.json,,Cinnabon Franchisor SPV LLC,195,,,,,4/2/2025 5:35,1314670,Cinnabon_Franchisor_SPV_LLC_FDD_2025_ID.pdf-ffc91ce7-e3a0-4494-9ad6-50ab2c09521a
C:\Users\mille\MinerU\Cinnaholic_Franchising_LLC_FDD_2024_ID636716.pdf-c02891b3-c0d8-4fb1-ba84-8b78dcc3bdb3\561e6e8e-6a73-47d2-825b-65fceaed8783_content_list.json,FALSE,561e6e8e-6a73-47d2-825b-65fceaed8783_content_list.json,636716,Cinnaholic Franchising LLC,196,,,,,4/2/2025 5:33,742944,Cinnaholic_Franchising_LLC_FDD_2024_ID636716.pdf-c02891b3-c0d8-4fb1-ba84-8b78dcc3bdb3
C:\Users\mille\MinerU\Citadel_Panda_Express_Inc_FDD_2024_ID636111.pdf-84eb9487-72f7-4c49-a467-850b30272de8\d2df182c-e586-437e-b750-edbebd27959f_content_list.json,FALSE,d2df182c-e586-437e-b750-edbebd27959f_content_list.json,636111,Citadel Panda Express Inc,197,,,,,4/2/2025 5:33,1178486,Citadel_Panda_Express_Inc_FDD_2024_ID636111.pdf-84eb9487-72f7-4c49-a467-850b30272de8
C:\Users\mille\MinerU\City2Shore_National_Franchises_LLC_FDD_2024_ID636231.pdf-032408c8-cbf6-46fe-89c2-e8e2febe9fde\7c663b42-99a6-41b9-9fc7-9adc4274816b_content_list.json,FALSE,7c663b42-99a6-41b9-9fc7-9adc4274816b_content_list.json,636231,City2Shore National Franchises LLC,198,,,,,4/2/2025 5:37,651328,City2Shore_National_Franchises_LLC_FDD_2024_ID636231.pdf-032408c8-cbf6-46fe-89c2-e8e2febe9fde
C:\Users\mille\MinerU\City_Publications_Franchise_Group_Inc_FDD_2024_ID636581.pdf-23075025-cfee-4334-ad64-8cd0d1215c63\d1534110-bc36-442a-8816-9aca07c24160_content_list.json,FALSE,d1534110-bc36-442a-8816-9aca07c24160_content_list.json,636581,City Publications Franchise Group Inc,199,,,,,4/2/2025 5:33,475706,City_Publications_Franchise_Group_Inc_FDD_2024_ID636581.pdf-23075025-cfee-4334-ad64-8cd0d1215c63
C:\Users\mille\MinerU\City_Wide_Franchise_Company_Inc_FDD_2024_ID636586.pdf-2c28bdd4-7d2d-4e97-9a5c-508fe353899d\9a56aaf1-c922-496d-b907-69e3143e9756_content_list.json,FALSE,9a56aaf1-c922-496d-b907-69e3143e9756_content_list.json,636586,City Wide Franchise Company Inc,200,,,,,4/2/2025 5:36,830845,City_Wide_Franchise_Company_Inc_FDD_2024_ID636586.pdf-2c28bdd4-7d2d-4e97-9a5c-508fe353899d
C:\Users\mille\MinerU\CJ_Fresh_Holdings_FC_LLC_FDD_2024_ID637175.pdf-edde7935-2ef6-4a00-a8ab-ec28a81593d4\f5fb069d-920b-4e6d-9b69-b3597a9f82a6_content_list.json,FALSE,f5fb069d-920b-4e6d-9b69-b3597a9f82a6_content_list.json,637175,CJ Fresh Holdings FC LLC,201,,,,,4/2/2025 4:43,765830,CJ_Fresh_Holdings_FC_LLC_FDD_2024_ID637175.pdf-edde7935-2ef6-4a00-a8ab-ec28a81593d4
C:\Users\mille\MinerU\CK_Franchising_Inc_FDD_2024_ID637590.pdf-2fd9cf7e-5408-4f4b-8f7b-5f64a749a4a9\c4cb3821-5884-4d43-8074-4bb80b194ccc_content_list.json,FALSE,c4cb3821-5884-4d43-8074-4bb80b194ccc_content_list.json,637590,CK Franchising Inc,202,,,,,4/2/2025 4:43,1026028,CK_Franchising_Inc_FDD_2024_ID637590.pdf-2fd9cf7e-5408-4f4b-8f7b-5f64a749a4a9
C:\Users\mille\MinerU\Class_101_Franchise_LLC_FDD_2024_ID.pdf-df381712-401c-413c-a8fb-47b2b9e0a3cd\35c3d53a-3121-46d6-8bc9-f88724f85af8_content_list.json,FALSE,35c3d53a-3121-46d6-8bc9-f88724f85af8_content_list.json,,Class 101 Franchise LLC,203,,,,,4/2/2025 5:43,1200478,Class_101_Franchise_LLC_FDD_2024_ID.pdf-df381712-401c-413c-a8fb-47b2b9e0a3cd
C:\Users\mille\MinerU\Clean_Eatz_Franchising_LLC_FDD_2024_ID636804.pdf-d862e043-0039-461a-9da0-74ba24eed8bc\d56e309b-dc2e-4eb8-8854-fc3e3b307fff_content_list.json,FALSE,d56e309b-dc2e-4eb8-8854-fc3e3b307fff_content_list.json,636804,Clean Eatz Franchising LLC,204,,,,,4/2/2025 5:35,513864,Clean_Eatz_Franchising_LLC_FDD_2024_ID636804.pdf-d862e043-0039-461a-9da0-74ba24eed8bc
C:\Users\mille\MinerU\CLEAR_LAKES_DENTAL_FRANCHISE_LLC_FDD_2024_ID637315.pdf-3fa1f1e5-0789-4053-bec5-a20cde80c403\7b31a426-2e24-4440-ab09-728a6a7ca342_content_list.json,FALSE,7b31a426-2e24-4440-ab09-728a6a7ca342_content_list.json,637315,CLEAR LAKES DENTAL FRANCHISE LLC,205,,,,,4/2/2025 4:41,539759,CLEAR_LAKES_DENTAL_FRANCHISE_LLC_FDD_2024_ID637315.pdf-3fa1f1e5-0789-4053-bec5-a20cde80c403
C:\Users\mille\MinerU\Clothes_Mentor_LLC_FDD_2024_ID636044.pdf-52c77994-5d0d-4737-af02-468798101663\d3347dd4-6ee4-410a-ba21-68adefc50e85_content_list.json,FALSE,d3347dd4-6ee4-410a-ba21-68adefc50e85_content_list.json,636044,Clothes Mentor LLC,206,,,,,4/2/2025 5:35,546829,Clothes_Mentor_LLC_FDD_2024_ID636044.pdf-52c77994-5d0d-4737-af02-468798101663
C:\Users\mille\MinerU\Clozetivity_Holdings_INC_FDD_2024_ID636744.pdf-bd0df672-a95b-4901-ac8f-11f70d995137\bc7738ec-82a3-46e3-bc89-bb39e88a8d37_content_list.json,FALSE,bc7738ec-82a3-46e3-bc89-bb39e88a8d37_content_list.json,636744,Clozetivity Holdings INC,207,,,,,4/2/2025 5:36,729879,Clozetivity_Holdings_INC_FDD_2024_ID636744.pdf-bd0df672-a95b-4901-ac8f-11f70d995137
C:\Users\mille\MinerU\Club_Pilates_Franchise_SPV_LLC_FDD_2024_ID635696.pdf-3007e211-4741-4125-a504-c9615d049f1b\c045c224-f9f6-4ab2-87b2-bf1f308d6d65_content_list.json,FALSE,c045c224-f9f6-4ab2-87b2-bf1f308d6d65_content_list.json,635696,Club Pilates Franchise SPV LLC,208,,,,,4/2/2025 5:37,992823,Club_Pilates_Franchise_SPV_LLC_FDD_2024_ID635696.pdf-3007e211-4741-4125-a504-c9615d049f1b
C:\Users\mille\MinerU\Club_SciKidz_LLC_FDD_2024_ID636261.pdf-2dedfc4d-3267-41f3-a58f-ebde0ae007af\96dce5b8-6985-497d-9d06-2bc59da16bbf_content_list.json,FALSE,96dce5b8-6985-497d-9d06-2bc59da16bbf_content_list.json,636261,Club SciKidz LLC,209,,,,,4/2/2025 5:39,435564,Club_SciKidz_LLC_FDD_2024_ID636261.pdf-2dedfc4d-3267-41f3-a58f-ebde0ae007af
C:\Users\mille\MinerU\Club_Z_Inc_FDD_2024_ID635999.pdf-ae7f5237-b217-4120-81fc-873c0d3b3130\36b3b7b0-a0f0-4bfe-ac7f-514cfe281476_content_list.json,FALSE,36b3b7b0-a0f0-4bfe-ac7f-514cfe281476_content_list.json,635999,Club Z Inc,210,,,,,4/2/2025 5:35,371183,Club_Z_Inc_FDD_2024_ID635999.pdf-ae7f5237-b217-4120-81fc-873c0d3b3130
C:\Users\mille\MinerU\CMIT_Solutions_LLC_FDD_2024_ID636397.pdf-0d793d2c-2740-46be-a63b-234b2863b868\ec7dbaea-3ac1-45d7-b8e0-9711a9733bfd_content_list.json,FALSE,ec7dbaea-3ac1-45d7-b8e0-9711a9733bfd_content_list.json,636397,CMIT Solutions LLC,211,,,,,4/2/2025 4:47,771916,CMIT_Solutions_LLC_FDD_2024_ID636397.pdf-0d793d2c-2740-46be-a63b-234b2863b868
C:\Users\mille\MinerU\CML_Franchise_LLC_FDD_2024_ID636684.pdf-e275edfe-8ed6-4f0a-9863-5a6a3c87a6dd\5f8dd860-337a-490c-97cb-c83618da733a_content_list.json,FALSE,5f8dd860-337a-490c-97cb-c83618da733a_content_list.json,636684,CML Franchise LLC,212,,,,,4/2/2025 4:43,713864,CML_Franchise_LLC_FDD_2024_ID636684.pdf-e275edfe-8ed6-4f0a-9863-5a6a3c87a6dd
C:\Users\mille\MinerU\CMY_Franchising_LLC_FDD_2024_ID635892.pdf-3bcf812f-3402-4ac3-9916-0eb18953bb36\ecae7880-d288-432b-9044-7f871afdd84c_content_list.json,FALSE,ecae7880-d288-432b-9044-7f871afdd84c_content_list.json,635892,CMY Franchising LLC,213,,,,,4/2/2025 4:43,717920,CMY_Franchising_LLC_FDD_2024_ID635892.pdf-3bcf812f-3402-4ac3-9916-0eb18953bb36
C:\Users\mille\MinerU\Coaching_Matters_LLC_FDD_2024_ID635480.pdf-a3668048-f8f8-470a-93b3-6c7c17b2cd56\12f2525c-c896-4778-8f01-1117ef8686f7_content_list.json,FALSE,12f2525c-c896-4778-8f01-1117ef8686f7_content_list.json,635480,Coaching Matters LLC,214,,,,,4/2/2025 5:35,483357,Coaching_Matters_LLC_FDD_2024_ID635480.pdf-a3668048-f8f8-470a-93b3-6c7c17b2cd56
C:\Users\mille\MinerU\Coastal_Angler_Magazine_Franchising_Inc_FDD_2024_ID635388.pdf-8ade0d4a-c17f-4fbd-b17a-3e2afb25b61e\ae1c66f5-84f5-42f9-bcac-92867b690c57_content_list.json,FALSE,ae1c66f5-84f5-42f9-bcac-92867b690c57_content_list.json,635388,Coastal Angler Magazine Franchising Inc,215,,,,,4/2/2025 5:39,448181,Coastal_Angler_Magazine_Franchising_Inc_FDD_2024_ID635388.pdf-8ade0d4a-c17f-4fbd-b17a-3e2afb25b61e
C:\Users\mille\MinerU\Cobblestone_Hotels_LLC_FDD_2024_ID636960.pdf-b32f39d4-da99-49df-ae06-0aa7a9c0c192\383876c0-6a3e-4e3b-a681-f69fce9d8ec9_content_list.json,FALSE,383876c0-6a3e-4e3b-a681-f69fce9d8ec9_content_list.json,636960,Cobblestone Hotels LLC,216,,,,,4/2/2025 5:40,802859,Cobblestone_Hotels_LLC_FDD_2024_ID636960.pdf-b32f39d4-da99-49df-ae06-0aa7a9c0c192
C:\Users\mille\MinerU\Code_Ninjas_LLC_FDD_2024_ID637059.pdf-895da47f-5c37-415b-9b90-b622bf28c5c9\591e7b84-bbd4-409e-a8a9-3694beb23e9d_content_list.json,FALSE,591e7b84-bbd4-409e-a8a9-3694beb23e9d_content_list.json,637059,Code Ninjas LLC,217,,,,,4/2/2025 5:47,889351,Code_Ninjas_LLC_FDD_2024_ID637059.pdf-895da47f-5c37-415b-9b90-b622bf28c5c9
C:\Users\mille\MinerU\Coffee_News_USA_Inc_FDD_2024_ID636155.pdf-3d8d714d-e460-49da-b930-ee3e2854cf82\70caab90-6933-4c29-8dd7-10936545a54a_content_list.json,FALSE,70caab90-6933-4c29-8dd7-10936545a54a_content_list.json,636155,Coffee News USA Inc,218,,,,,4/2/2025 5:40,324309,Coffee_News_USA_Inc_FDD_2024_ID636155.pdf-3d8d714d-e460-49da-b930-ee3e2854cf82
C:\Users\mille\MinerU\COIT_SERVICES_INC_FDD_2024_ID636996.pdf-ebed69dd-bde9-4ad6-83c5-27da429c5c38\d8c2100e-0a08-4a12-b4eb-c030d0547181_content_list.json,FALSE,d8c2100e-0a08-4a12-b4eb-c030d0547181_content_list.json,636996,COIT SERVICES INC,219,,,,,4/2/2025 4:47,1037061,COIT_SERVICES_INC_FDD_2024_ID636996.pdf-ebed69dd-bde9-4ad6-83c5-27da429c5c38
C:\Users\mille\MinerU\COLDWELL_BANKER_REAL_ESTATE_LLC_FDD_2024_ID635597.pdf-93dda5a7-8492-478e-920a-7c8648f5a063\a55e3f99-538f-4b87-9d54-ea15e328ef35_content_list.json,FALSE,a55e3f99-538f-4b87-9d54-ea15e328ef35_content_list.json,635597,COLDWELL BANKER REAL ESTATE LLC,220,,,,,4/2/2025 4:44,1230532,COLDWELL_BANKER_REAL_ESTATE_LLC_FDD_2024_ID635597.pdf-93dda5a7-8492-478e-920a-7c8648f5a063
C:\Users\mille\MinerU\Color_Me_Mine_LLC_FDD_2024_ID637592.pdf-2ea03eef-f617-4fcc-a979-0f6c2ee841e9\f6c92895-09fe-4f61-9ea2-4cc509419fe8_content_list.json,FALSE,f6c92895-09fe-4f61-9ea2-4cc509419fe8_content_list.json,637592,Color Me Mine LLC,221,,,,,4/2/2025 5:44,612172,Color_Me_Mine_LLC_FDD_2024_ID637592.pdf-2ea03eef-f617-4fcc-a979-0f6c2ee841e9
C:\Users\mille\MinerU\ComForCare_Franchise_Systems_LLC_FDD_2024_ID635771.pdf-801b0d27-b592-43ed-bea0-d2c8d73d0244\bdfce3c5-f0fd-46ea-bf3d-1f1b9b0d0d41_content_list.json,FALSE,bdfce3c5-f0fd-46ea-bf3d-1f1b9b0d0d41_content_list.json,635771,ComForCare Franchise Systems LLC,222,,,,,4/2/2025 5:40,824873,ComForCare_Franchise_Systems_LLC_FDD_2024_ID635771.pdf-801b0d27-b592-43ed-bea0-d2c8d73d0244
C:\Users\mille\MinerU\COMMISSION_EXPRESS_NATIONAL_INC_FDD_2024_ID636942.pdf-7cc946d3-8cc4-4a3e-b076-714d31ad6931\95c4c669-dd7e-4dcc-b471-6fafdfddf815_content_list.json,FALSE,95c4c669-dd7e-4dcc-b471-6fafdfddf815_content_list.json,636942,COMMISSION EXPRESS NATIONAL INC,223,,,,,4/2/2025 5:20,562220,COMMISSION_EXPRESS_NATIONAL_INC_FDD_2024_ID636942.pdf-7cc946d3-8cc4-4a3e-b076-714d31ad6931
